 Card Number	Card Type	Length [m]	Alive [%]	x Average [m]	x' Average [rad]	y Average [m]	y' Average [rad]	Phase Average [rad]	Momentum Average [GeV/c]	Kinetic Energy Average [GeV]	Rest Energy Average [GeV]	RF Phase [deg]	Power loss [watt]
     6	   3	    0.600000000000000E-02	    0.100000000000000E+03	   -0.258804343538153E-04	   -0.238459371779895E-03	    0.940258776036641E-04	   -0.844139311514985E-04	    0.703389163703082E+00	    0.638885690508398E-01	    0.182629361530339E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.600000000000000E-02	    0.100000000000000E+03	   -0.258804343538153E-04	   -0.238459371779895E-03	    0.940258776036641E-04	   -0.844139311514985E-04	    0.703389163703082E+00	    0.638885690508398E-01	    0.182629361530339E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.650000000000000E-02	    0.100000000000000E+03	   -0.259996640397050E-04	   -0.238459371779895E-03	    0.939836706380886E-04	   -0.844139311514985E-04	    0.703455034759320E+00	    0.638885690508398E-01	    0.182629361530339E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.700000000000000E-02	    0.100000000000000E+03	   -0.261188946083950E-04	   -0.238461137379595E-03	    0.939414635536155E-04	   -0.844141689440893E-04	    0.703520901418532E+00	    0.638885690520995E-01	    0.182629361537731E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.700000000000000E-02	    0.100000000000000E+03	   -0.261188946083950E-04	   -0.238461137379595E-03	    0.939414635536155E-04	   -0.844141689440893E-04	    0.703520901418532E+00	    0.638885690520995E-01	    0.182629361537731E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.750000000000000E-02	    0.100000000000000E+03	   -0.262381251770848E-04	   -0.238461137379595E-03	    0.938992564691443E-04	   -0.844141689440893E-04	    0.703586768077737E+00	    0.638885690520995E-01	    0.182629361537731E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.800000000000000E-02	    0.100000000000000E+03	   -0.263573566296332E-04	   -0.238462905096775E-03	    0.938570492648567E-04	   -0.844144085755013E-04	    0.703652630337654E+00	    0.638885690534080E-01	    0.182629361545430E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.800000000000000E-02	    0.100000000000000E+03	   -0.263573566296332E-04	   -0.238462905096775E-03	    0.938570492648567E-04	   -0.844144085755013E-04	    0.703652630337654E+00	    0.638885690534080E-01	    0.182629361545430E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.850000000000000E-02	    0.100000000000000E+03	   -0.264765880821814E-04	   -0.238462905096775E-03	    0.938148420605692E-04	   -0.844144085755013E-04	    0.703718492597570E+00	    0.638885690534080E-01	    0.182629361545430E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.900000000000000E-02	    0.100000000000000E+03	   -0.265958204197274E-04	   -0.238464675091831E-03	    0.937726347355284E-04	   -0.844146500795941E-04	    0.703784350456006E+00	    0.638885690547630E-01	    0.182629361553423E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.900000000000000E-02	    0.100000000000000E+03	   -0.265958204197274E-04	   -0.238464675091831E-03	    0.937726347355284E-04	   -0.844146500795941E-04	    0.703784350456006E+00	    0.638885690547630E-01	    0.182629361553423E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.950000000000000E-02	    0.100000000000000E+03	   -0.267150527572734E-04	   -0.238464675091831E-03	    0.937304274104894E-04	   -0.844146500795941E-04	    0.703850208314444E+00	    0.638885690547630E-01	    0.182629361553423E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.100000000000000E-01	    0.100000000000000E+03	   -0.268342859810839E-04	   -0.238466447621145E-03	    0.936882199637252E-04	   -0.844148935287860E-04	    0.703916061769141E+00	    0.638885690561683E-01	    0.182629361561740E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.100000000000000E-01	    0.100000000000000E+03	   -0.268342859810839E-04	   -0.238466447621145E-03	    0.936882199637252E-04	   -0.844148935287860E-04	    0.703916061769141E+00	    0.638885690561683E-01	    0.182629361561740E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.105000000000000E-01	    0.100000000000000E+03	   -0.269535192048943E-04	   -0.238466447621145E-03	    0.936460125169608E-04	   -0.844148935287860E-04	    0.703981915223846E+00	    0.638885690561683E-01	    0.182629361561740E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.110000000000000E-01	    0.100000000000000E+03	   -0.270727533159904E-04	   -0.238468222191939E-03	    0.936038049477310E-04	   -0.844151384569906E-04	    0.704047764272649E+00	    0.638885690576211E-01	    0.182629361570347E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.110000000000000E-01	    0.100000000000000E+03	   -0.270727533159904E-04	   -0.238468222191939E-03	    0.936038049477310E-04	   -0.844151384569906E-04	    0.704047764272649E+00	    0.638885690576211E-01	    0.182629361570347E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.115000000000000E-01	    0.100000000000000E+03	   -0.271919874270865E-04	   -0.238468222191939E-03	    0.935615973785033E-04	   -0.844151384569906E-04	    0.704113613321439E+00	    0.638885690576211E-01	    0.182629361570347E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.120000000000000E-01	    0.100000000000000E+03	   -0.273112224263918E-04	   -0.238469998611159E-03	    0.935193896862770E-04	   -0.844153844536724E-04	    0.704179457961968E+00	    0.638885690591307E-01	    0.182629361579322E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.120000000000000E-01	    0.100000000000000E+03	   -0.273112224263918E-04	   -0.238469998611159E-03	    0.935193896862770E-04	   -0.844153844536724E-04	    0.704179457961968E+00	    0.638885690591307E-01	    0.182629361579322E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.125000000000000E-01	    0.100000000000000E+03	   -0.274304574256977E-04	   -0.238469998611159E-03	    0.934771819940503E-04	   -0.844153844536724E-04	    0.704245302602505E+00	    0.638885690591307E-01	    0.182629361579322E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.130000000000000E-01	    0.100000000000000E+03	   -0.275496933141219E-04	   -0.238471776848627E-03	    0.934349741784672E-04	   -0.844156311644460E-04	    0.704311142832362E+00	    0.638885690607005E-01	    0.182629361588666E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.130000000000000E-01	    0.100000000000000E+03	   -0.275496933141219E-04	   -0.238471776848627E-03	    0.934349741784672E-04	   -0.844156311644460E-04	    0.704311142832362E+00	    0.638885690607005E-01	    0.182629361588666E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.135000000000000E-01	    0.100000000000000E+03	   -0.276689292025462E-04	   -0.238471776848627E-03	    0.933927663628857E-04	   -0.844156311644460E-04	    0.704376983062215E+00	    0.638885690607005E-01	    0.182629361588666E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.140000000000000E-01	    0.100000000000000E+03	   -0.277881659808567E-04	   -0.238473556620647E-03	    0.933505584237387E-04	   -0.844158782922561E-04	    0.704442818878728E+00	    0.638885690623431E-01	    0.182629361598470E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.140000000000000E-01	    0.100000000000000E+03	   -0.277881659808567E-04	   -0.238473556620647E-03	    0.933505584237387E-04	   -0.844158782922561E-04	    0.704442818878728E+00	    0.638885690623431E-01	    0.182629361598470E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.145000000000000E-01	    0.100000000000000E+03	   -0.279074027591669E-04	   -0.238473556620647E-03	    0.933083504845933E-04	   -0.844158782922561E-04	    0.704508654695234E+00	    0.638885690623431E-01	    0.182629361598470E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.150000000000000E-01	    0.100000000000000E+03	   -0.280266404281032E-04	   -0.238475337873017E-03	    0.932661424216071E-04	   -0.844161259714221E-04	    0.704574486095666E+00	    0.638885690640624E-01	    0.182629361608734E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.150000000000000E-01	    0.100000000000000E+03	   -0.280266404281032E-04	   -0.238475337873017E-03	    0.932661424216071E-04	   -0.844161259714221E-04	    0.704574486095666E+00	    0.638885690640624E-01	    0.182629361608734E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.155000000000000E-01	    0.100000000000000E+03	   -0.281458780970400E-04	   -0.238475337873017E-03	    0.932239343586218E-04	   -0.844161259714221E-04	    0.704640317496100E+00	    0.638885690640624E-01	    0.182629361608734E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.160000000000000E-01	    0.100000000000000E+03	   -0.282651166575502E-04	   -0.238477121020326E-03	    0.931817261714000E-04	   -0.844163744442427E-04	    0.704706144478165E+00	    0.638885690658384E-01	    0.182629361619345E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.160000000000000E-01	    0.100000000000000E+03	   -0.282651166575502E-04	   -0.238477121020326E-03	    0.931817261714000E-04	   -0.844163744442427E-04	    0.704706144478165E+00	    0.638885690658384E-01	    0.182629361619345E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.165000000000000E-01	    0.100000000000000E+03	   -0.283843552180601E-04	   -0.238477121020326E-03	    0.931395179841780E-04	   -0.844163744442427E-04	    0.704771971460232E+00	    0.638885690658384E-01	    0.182629361619345E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.170000000000000E-01	    0.100000000000000E+03	   -0.285035946710044E-04	   -0.238478905888758E-03	    0.930973096726277E-04	   -0.844166231001247E-04	    0.704837794021611E+00	    0.638885690676732E-01	    0.182629361630318E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.170000000000000E-01	    0.100000000000000E+03	   -0.285035946710044E-04	   -0.238478905888758E-03	    0.930973096726277E-04	   -0.844166231001247E-04	    0.704837794021611E+00	    0.638885690676732E-01	    0.182629361630318E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.175000000000000E-01	    0.100000000000000E+03	   -0.286228341239490E-04	   -0.238478905888758E-03	    0.930551013610774E-04	   -0.844166231001247E-04	    0.704903616582994E+00	    0.638885690676732E-01	    0.182629361630318E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.180000000000000E-01	    0.100000000000000E+03	   -0.287420744702823E-04	   -0.238480692666541E-03	    0.930128929251211E-04	   -0.844168719128958E-04	    0.704969434721378E+00	    0.638885690695680E-01	    0.182629361641678E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.180000000000000E-01	    0.100000000000000E+03	   -0.287420744702823E-04	   -0.238480692666541E-03	    0.930128929251211E-04	   -0.844168719128958E-04	    0.704969434721378E+00	    0.638885690695680E-01	    0.182629361641678E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.185000000000000E-01	    0.100000000000000E+03	   -0.288613148166156E-04	   -0.238480692666541E-03	    0.929706844891644E-04	   -0.844168719128958E-04	    0.705035252859757E+00	    0.638885690695680E-01	    0.182629361641678E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.190000000000000E-01	    0.100000000000000E+03	   -0.289805560574919E-04	   -0.238482481753296E-03	    0.929284759289107E-04	   -0.844171205070655E-04	    0.705101066573017E+00	    0.638885690715145E-01	    0.182629361653365E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.190000000000000E-01	    0.100000000000000E+03	   -0.289805560574919E-04	   -0.238482481753296E-03	    0.929284759289107E-04	   -0.844171205070655E-04	    0.705101066573017E+00	    0.638885690715145E-01	    0.182629361653365E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.195000000000000E-01	    0.100000000000000E+03	   -0.290997972983686E-04	   -0.238482481753296E-03	    0.928862673686571E-04	   -0.844171205070655E-04	    0.705166880286283E+00	    0.638885690715145E-01	    0.182629361653365E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.200000000000000E-01	    0.100000000000000E+03	   -0.292190394346620E-04	   -0.238484272586450E-03	    0.928440586844103E-04	   -0.844173684957509E-04	    0.705232689572373E+00	    0.638885690735103E-01	    0.182629361665366E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.200000000000000E-01	    0.100000000000000E+03	   -0.292190394346620E-04	   -0.238484272586450E-03	    0.928440586844103E-04	   -0.844173684957509E-04	    0.705232689572373E+00	    0.638885690735103E-01	    0.182629361665366E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.205000000000000E-01	    0.100000000000000E+03	   -0.293382815709553E-04	   -0.238484272586450E-03	    0.928018500001614E-04	   -0.844173684957509E-04	    0.705298498858467E+00	    0.638885690735103E-01	    0.182629361665366E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.210000000000000E-01	    0.100000000000000E+03	   -0.294575246034796E-04	   -0.238486065048872E-03	    0.927596411920656E-04	   -0.844176161923347E-04	    0.705364303715543E+00	    0.638885690755464E-01	    0.182629361677635E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.210000000000000E-01	    0.100000000000000E+03	   -0.294575246034796E-04	   -0.238486065048872E-03	    0.927596411920656E-04	   -0.844176161923347E-04	    0.705364303715543E+00	    0.638885690755464E-01	    0.182629361677635E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.215000000000000E-01	    0.100000000000000E+03	   -0.295767676360040E-04	   -0.238486065048872E-03	    0.927174323839691E-04	   -0.844176161923347E-04	    0.705430108572623E+00	    0.638885690755464E-01	    0.182629361677635E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.220000000000000E-01	    0.100000000000000E+03	   -0.296960115652627E-04	   -0.238487858517305E-03	    0.926752234520474E-04	   -0.844178638438754E-04	    0.705495908998728E+00	    0.638885690776293E-01	    0.182629361690187E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.220000000000000E-01	    0.100000000000000E+03	   -0.296960115652627E-04	   -0.238487858517305E-03	    0.926752234520474E-04	   -0.844178638438754E-04	    0.705495908998728E+00	    0.638885690776293E-01	    0.182629361690187E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.225000000000000E-01	    0.100000000000000E+03	   -0.298152554945214E-04	   -0.238487858517305E-03	    0.926330145201260E-04	   -0.844178638438754E-04	    0.705561709424837E+00	    0.638885690776293E-01	    0.182629361690187E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.230000000000000E-01	    0.100000000000000E+03	   -0.299345003206032E-04	   -0.238489652163669E-03	    0.925908054645671E-04	   -0.844181111167840E-04	    0.705627505417978E+00	    0.638885690797611E-01	    0.182629361703051E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.230000000000000E-01	    0.100000000000000E+03	   -0.299345003206032E-04	   -0.238489652163669E-03	    0.925908054645671E-04	   -0.844181111167840E-04	    0.705627505417978E+00	    0.638885690797611E-01	    0.182629361703051E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.235000000000000E-01	    0.100000000000000E+03	   -0.300537451466850E-04	   -0.238489652163669E-03	    0.925485964090088E-04	   -0.844181111167840E-04	    0.705693301411122E+00	    0.638885690797611E-01	    0.182629361703051E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.240000000000000E-01	    0.100000000000000E+03	   -0.301729908694384E-04	   -0.238491445506411E-03	    0.925063872300001E-04	   -0.844183580168327E-04	    0.705759092969570E+00	    0.638885690819311E-01	    0.182629361716180E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.240000000000000E-01	    0.100000000000000E+03	   -0.301729908694384E-04	   -0.238491445506411E-03	    0.925063872300001E-04	   -0.844183580168327E-04	    0.705759092969570E+00	    0.638885690819311E-01	    0.182629361716180E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.245000000000000E-01	    0.100000000000000E+03	   -0.302922365921916E-04	   -0.238491445506411E-03	    0.924641780509923E-04	   -0.844183580168327E-04	    0.705824884528011E+00	    0.638885690819311E-01	    0.182629361716180E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.250000000000000E-01	    0.100000000000000E+03	   -0.304114832110942E-04	   -0.238493237805135E-03	    0.924219687487986E-04	   -0.844186043859818E-04	    0.705890671649634E+00	    0.638885690841577E-01	    0.182629361729648E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.250000000000000E-01	    0.100000000000000E+03	   -0.304114832110942E-04	   -0.238493237805135E-03	    0.924219687487986E-04	   -0.844186043859818E-04	    0.705890671649634E+00	    0.638885690841577E-01	    0.182629361729648E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.255000000000000E-01	    0.100000000000000E+03	   -0.305307298299967E-04	   -0.238493237805135E-03	    0.923797594466060E-04	   -0.844186043859818E-04	    0.705956458771257E+00	    0.638885690841577E-01	    0.182629361729648E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.260000000000000E-01	    0.100000000000000E+03	   -0.306499773441893E-04	   -0.238495028385054E-03	    0.923375500218439E-04	   -0.844188495236888E-04	    0.706022241453587E+00	    0.638885690864579E-01	    0.182629361743567E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.260000000000000E-01	    0.100000000000000E+03	   -0.306499773441893E-04	   -0.238495028385054E-03	    0.923375500218439E-04	   -0.844188495236888E-04	    0.706022241453587E+00	    0.638885690864579E-01	    0.182629361743567E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.265000000000000E-01	    0.100000000000000E+03	   -0.307692248583818E-04	   -0.238495028385054E-03	    0.922953405970819E-04	   -0.844188495236888E-04	    0.706088024135917E+00	    0.638885690864579E-01	    0.182629361743567E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.270000000000000E-01	    0.100000000000000E+03	   -0.308884732672389E-04	   -0.238496817714369E-03	    0.922531310501975E-04	   -0.844190937695107E-04	    0.706153802376738E+00	    0.638885690888208E-01	    0.182629361757894E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.270000000000000E-01	    0.100000000000000E+03	   -0.308884732672389E-04	   -0.238496817714369E-03	    0.922531310501975E-04	   -0.844190937695107E-04	    0.706153802376738E+00	    0.638885690888208E-01	    0.182629361757894E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.275000000000000E-01	    0.100000000000000E+03	   -0.310077216760960E-04	   -0.238496817714369E-03	    0.922109215033128E-04	   -0.844190937695107E-04	    0.706219580617557E+00	    0.638885690888208E-01	    0.182629361757894E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.280000000000000E-01	    0.100000000000000E+03	   -0.311269709791529E-04	   -0.238498606113683E-03	    0.921687118346674E-04	   -0.844193372903495E-04	    0.706285354414597E+00	    0.638885690912498E-01	    0.182629361772613E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.280000000000000E-01	    0.100000000000000E+03	   -0.311269709791529E-04	   -0.238498606113683E-03	    0.921687118346674E-04	   -0.844193372903495E-04	    0.706285354414597E+00	    0.638885690912498E-01	    0.182629361772613E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.285000000000000E-01	    0.100000000000000E+03	   -0.312462202822098E-04	   -0.238498606113683E-03	    0.921265021660227E-04	   -0.844193372903495E-04	    0.706351128211638E+00	    0.638885690912498E-01	    0.182629361772613E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     6	   3	    0.290000000000000E-01	    0.100000000000000E+03	   -0.313654704789780E-04	   -0.238500393536256E-03	    0.920842923759954E-04	   -0.844195800521699E-04	    0.706416897562695E+00	    0.638885690937420E-01	    0.182629361787738E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
     5	   9	    0.290000000000000E-01	    0.100000000000000E+03	   -0.313654704789780E-04	   -0.238500393536256E-03	    0.920842923759954E-04	   -0.844195800521699E-04	    0.706416897562695E+00	    0.638885690937420E-01	    0.182629361787738E-03	    0.111748622150708E+02	    0.000000000000000E+00	    0.000000000000000E+00
