 Card Number	Card Type	Length [m]	Aperture x [m]	Aperture y [m]	x RMS [m]	x' RMS [rad]	y RMS [m]	y' RMS [rad]	Phase RMS [rad]	Momentum RMS [GeV/c]	Kinetic Energy RMS [GeV]	Rest Energy RMS [GeV]	Momentum Standard Deviation [GeV/c]	Kinetic Energy Standard Deviation [GeV]	(X,BGX') 100%-Emittance [m.rad]	(X,BGX') 90%-Emittance [m.rad]	(X,BGX') RMS-Emittance [m.rad]	(Y,BGY') 100%-Emittance [m.rad]	(Y,BGY') 90%-Emittance [m.rad]	(Y,BGY') RMS-Emittance [m.rad]	(PHI,dE) 100%-Emittance [deg.MeV]	(PHI,dE) 90%-Emittance [deg.MeV]	(PHI,dE) RMS-Emittance [deg.MeV]	(PHI,dP) 100%-Emittance [deg.MeV/c]	(PHI,dP) 90%-Emittance [deg.MeV/c]	(PHI,dP) RMS-Emittance [deg.MeV/c]	(X,X') Alpha [1]	(X,X') Beta [m/rad]	(Y,Y') Alpha [1]	(Y,Y') Beta [m/rad]	(PHI,dE) Alpha [1]	(PHI,dE) Beta [deg/MeV]	(PHI,dP) Alpha [1]	(PHI,dP) Beta [deg.c/MeV]	Halo(X,BGX')	Halo(Y,BGY')	Halo(Z,Z')	(X,Y) Alpha [1]	(X,Y) Beta [1]	(X,Y') Alpha [1]	(X,Y') Beta [m/rad]	(X',Y) Alpha [1]	(X',Y) Beta [rad/m]	(X',Y') Alpha [1]	(X',Y') Beta [1]	(X, BGX') Wanted Emittance [m.rad]	(Y, BGY') Wanted Emittance [m.rad]	(PHI, dE) Wanted Emittance [deg.MeV]	(PHI, dP) Wanted Emittance [deg.MeV/c]	 x beam size in wanted emittance [m]	 x' beam size in wanted emittance [rad]	 y beam size in wanted emittance [m]	 y' beam size in wanted emittance [rad]	 Phase beam size in wanted emittance [rad]	 Energy beam size in wanted emittance [GeV]	(X,Y) RMS-Emitt [m2]	(X,Y') RMS-Emitt [m2.rad2]	(X',Y) RMS-Emitt [m2.rad2]	(X',Y') RMS-Emitt [rad2]	(X,PH) Alpha [1]	(X,PH) Beta [m/deg]	(X,PH)RMS-Emittance [m.deg]	(Y,PH) Alpha [1]	(Y,PH) Beta [m/deg]	(Y,PH)RMS-Emittance [m.deg]
     5	   9	    0.930000000000001E-01	    0.000000000000000E+00	    0.000000000000000E+00	    0.518822828568351E-02	    0.796139156604471E-02	    0.640808244645441E-02	    0.581935418905769E-02	    0.315038920926146E+02	    0.206582828248086E-05	    0.118105282873189E-07	    0.111748622150695E+02	    0.206582828248086E-05	    0.118105282873189E-07	    0.152626609583504E-05	    0.564831512206806E-06	    0.153086665010376E-06	    0.131066524436041E-05	    0.563034196024720E-06	    0.152668367991834E-06	    0.283704925622573E+00	    0.502798342377553E-01	    0.130442396360507E-01	    0.496175832943415E+02	    0.879584431126963E+01	    0.228160546271590E+01	    0.117455956602196E+01	    0.100526681536715E+01	    0.974760569554140E+00	    0.153775685858851E+01	    0.129267582377255E+01	    0.249778422627523E+09	    0.129268863988922E+01	    0.142801621661170E+07	    0.728563654507286E-01	    0.686682129183769E-01	    0.835021211347242E+00	   -0.865677614991278E-01	    0.812666234625863E+00	   -0.706707178758916E+00	    0.109171207397334E+01	    0.838195117436225E+00	    0.162111385122885E+01	   -0.169712439116583E-02	    0.136809047408228E+01	    0.564831512206806E-06	    0.563034196024720E-06	    0.502798342377553E-01	    0.879584431126963E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.331227158179630E-04	    0.246564212177284E-04	    0.390988921720958E-04	    0.463300906399526E-04	   -0.398329401048081E+01	    0.676346177640013E-03	    0.397987208832775E-01	   -0.314589828193588E+00	    0.213233854690123E-03	    0.192575051931747E+00
     6	   3	    0.935000000000001E-01	    0.000000000000000E+00	    0.000000000000000E+00	    0.518519794976801E-02	    0.796139156604471E-02	    0.640605179403425E-02	    0.581935418905769E-02	    0.315039306322732E+02	    0.206582828248086E-05	    0.118105282873189E-07	    0.111748622150695E+02	    0.206582828248086E-05	    0.118105282873189E-07	    0.152626608792400E-05	    0.564831509279133E-06	    0.153086665089328E-06	    0.131066526308841E-05	    0.563034204069874E-06	    0.152668367942881E-06	    0.283704949346600E+00	    0.502798384422651E-01	    0.130442412199679E-01	    0.496175874379090E+02	    0.879584504581114E+01	    0.228160573970491E+01	    0.117337600346623E+01	    0.100409284704042E+01	    0.974126478817696E+00	    0.153678241627549E+01	    0.129267810059615E+01	    0.249779003421001E+09	    0.129269091677147E+01	    0.142801953712131E+07	    0.728563691222908E-01	    0.686682130382001E-01	    0.835024533785707E+00	   -0.864127742264623E-01	    0.812438219737362E+00	   -0.707329132278544E+00	    0.109139435520807E+01	    0.838645926802190E+00	    0.162198768621305E+01	   -0.169712439116583E-02	    0.136809047408228E+01	    0.564831509279133E-06	    0.563034204069874E-06	    0.502798384422651E-01	    0.879584504581114E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.330933197443247E-04	    0.246347964417983E-04	    0.390778279062486E-04	    0.463300906399526E-04	   -0.397491712637145E+01	    0.674613148608070E-03	    0.398543636953310E-01	   -0.314905791897502E+00	    0.213185311578698E-03	    0.192496843633153E+00
     6	   3	    0.940000000000001E-01	    0.000000000000000E+00	    0.000000000000000E+00	    0.518216903902759E-02	    0.796119888181790E-02	    0.640402201253108E-02	    0.581906076955186E-02	    0.315039695670633E+02	    0.208272099738725E-05	    0.119071113046814E-07	    0.111748622150695E+02	    0.208272099738725E-05	    0.119071113046814E-07	    0.152628275159107E-05	    0.564724618088695E-06	    0.153087553990103E-06	    0.131069051594653E-05	    0.563045052166082E-06	    0.152667123650749E-06	    0.283954869976226E+00	    0.503790898344918E-01	    0.130837911849571E-01	    0.496612513648646E+02	    0.881562456046597E+01	    0.228852364202374E+01	    0.117213168509410E+01	    0.100291429331713E+01	    0.973407875192261E+00	    0.153582121742925E+01	    0.130326367762610E+01	    0.249024581608369E+09	    0.130327653751260E+01	    0.142370634318813E+07	    0.728614208720528E-01	    0.686657914254840E-01	    0.830720823968517E+00	   -0.862574479105908E-01	    0.812210181443198E+00	   -0.708007847606052E+00	    0.109116097494286E+01	    0.839129801751919E+00	    0.162284911374971E+01	   -0.167987646809167E-02	    0.136812630599402E+01	    0.564724618088695E-06	    0.563045052166082E-06	    0.503790898344918E-01	    0.881562456046597E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.330639489169397E-04	    0.246112870289029E-04	    0.390551944101648E-04	    0.463266347252998E-04	   -0.396656352548126E+01	    0.672885744702779E-03	    0.399100087354626E-01	   -0.315222002721769E+00	    0.213136815382060E-03	    0.192418648385391E+00
     5	   9	    0.940000000000001E-01	    0.000000000000000E+00	    0.000000000000000E+00	    0.518216903902759E-02	    0.796119888181790E-02	    0.640402201253108E-02	    0.581906076955186E-02	    0.315039695670633E+02	    0.208272099738725E-05	    0.119071113046814E-07	    0.111748622150695E+02	    0.208272099738725E-05	    0.119071113046814E-07	    0.152628275159107E-05	    0.564724618088695E-06	    0.153087553990103E-06	    0.131069051594653E-05	    0.563045052166082E-06	    0.152667123650749E-06	    0.283954869976226E+00	    0.503790898344918E-01	    0.130837911849571E-01	    0.496612513648646E+02	    0.881562456046597E+01	    0.228852364202374E+01	    0.117213168509410E+01	    0.100291429331713E+01	    0.973407875192261E+00	    0.153582121742925E+01	    0.130326367762610E+01	    0.249024581608369E+09	    0.130327653751260E+01	    0.142370634318813E+07	    0.728614208720528E-01	    0.686657914254840E-01	    0.830720823968517E+00	   -0.862574479105908E-01	    0.812210181443198E+00	   -0.708007847606052E+00	    0.109116097494286E+01	    0.839129801751919E+00	    0.162284911374971E+01	   -0.167987646809167E-02	    0.136812630599402E+01	    0.564724618088695E-06	    0.563045052166082E-06	    0.503790898344918E-01	    0.881562456046597E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.330639489169397E-04	    0.246112870289029E-04	    0.390551944101648E-04	    0.463266347252998E-04	   -0.396656352548126E+01	    0.672885744702779E-03	    0.399100087354626E-01	   -0.315222002721769E+00	    0.213136815382060E-03	    0.192418648385391E+00
     6	   3	    0.945000000000001E-01	    0.000000000000000E+00	    0.000000000000000E+00	    0.517914141631389E-02	    0.796119888181790E-02	    0.640199290977818E-02	    0.581906076955186E-02	    0.315040085019584E+02	    0.208272099738725E-05	    0.119071113046814E-07	    0.111748622150695E+02	    0.208272099738725E-05	    0.119071113046814E-07	    0.152628274404537E-05	    0.564724615296786E-06	    0.153087554069984E-06	    0.131069053489622E-05	    0.563045060306472E-06	    0.152667123601355E-06	    0.283954893657915E+00	    0.503790940360816E-01	    0.130837927740409E-01	    0.496612555009140E+02	    0.881562529467740E+01	    0.228852391991515E+01	    0.117094818671440E+01	    0.100174275282066E+01	    0.972773843231398E+00	    0.153484812778000E+01	    0.130326598510404E+01	    0.249025166888902E+09	    0.130327884505055E+01	    0.142370968935126E+07	    0.728614245855348E-01	    0.686657915442628E-01	    0.830724152510033E+00	   -0.861017857142092E-01	    0.811982123030543E+00	   -0.708631856615607E+00	    0.109084449594301E+01	    0.839581488514534E+00	    0.162372458880951E+01	   -0.167987646809167E-02	    0.136812630599402E+01	    0.564724615296786E-06	    0.563045060306472E-06	    0.503790940360816E-01	    0.881562529467740E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.330346014393334E-04	    0.245896696641345E-04	    0.390341367450304E-04	    0.463266347252998E-04	   -0.395823315955493E+01	    0.671163940608956E-03	    0.399656539739612E-01	   -0.315538463359561E+00	    0.213088362555553E-03	    0.192340457851916E+00
     6	   3	    0.950000000000001E-01	    0.000000000000000E+00	    0.000000000000000E+00	    0.517611522348600E-02	    0.796100624437946E-02	    0.639996467937142E-02	    0.581876724262333E-02	    0.315040478323077E+02	    0.209967837269676E-05	    0.120040602865274E-07	    0.111748622150695E+02	    0.209967837269676E-05	    0.120040602865274E-07	    0.152629930111198E-05	    0.564730741411432E-06	    0.153088447007094E-06	    0.131071575984325E-05	    0.562990969316201E-06	    0.152665876306950E-06	    0.284198084042995E+00	    0.504815108353580E-01	    0.131236985463861E-01	    0.497037433045355E+02	    0.882919221973293E+01	    0.229550406113804E+01	    0.116970390973317E+01	    0.100056661415891E+01	    0.972055292668024E+00	    0.153388829606151E+01	    0.131376399151896E+01	    0.248268565663584E+09	    0.131377689134666E+01	    0.141938403397867E+07	    0.728664700288570E-01	    0.686633740923113E-01	    0.826418163330747E+00	   -0.859457833190708E-01	    0.811754042071106E+00	   -0.709312761795060E+00	    0.109061242346724E+01	    0.840066356359702E+00	    0.162458774934999E+01	   -0.166263726315658E-02	    0.136816217524744E+01	    0.564730741411432E-06	    0.562990969316201E-06	    0.504815108353580E-01	    0.882919221973293E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.330052792080297E-04	    0.245661687234651E-04	    0.390115095035073E-04	    0.463231783261268E-04	   -0.394992588357704E+01	    0.669447714968051E-03	    0.400213014515736E-01	   -0.315855171629655E+00	    0.213039956748294E-03	    0.192262280383371E+00
     5	   9	    0.950000000000001E-01	    0.000000000000000E+00	    0.000000000000000E+00	    0.517611522348600E-02	    0.796100624437946E-02	    0.639996467937142E-02	    0.581876724262333E-02	    0.315040478323077E+02	    0.209967837269676E-05	    0.120040602865274E-07	    0.111748622150695E+02	    0.209967837269676E-05	    0.120040602865274E-07	    0.152629930111198E-05	    0.564730741411432E-06	    0.153088447007094E-06	    0.131071575984325E-05	    0.562990969316201E-06	    0.152665876306950E-06	    0.284198084042995E+00	    0.504815108353580E-01	    0.131236985463861E-01	    0.497037433045355E+02	    0.882919221973293E+01	    0.229550406113804E+01	    0.116970390973317E+01	    0.100056661415891E+01	    0.972055292668024E+00	    0.153388829606151E+01	    0.131376399151896E+01	    0.248268565663584E+09	    0.131377689134666E+01	    0.141938403397867E+07	    0.728664700288570E-01	    0.686633740923113E-01	    0.826418163330747E+00	   -0.859457833190708E-01	    0.811754042071106E+00	   -0.709312761795060E+00	    0.109061242346724E+01	    0.840066356359702E+00	    0.162458774934999E+01	   -0.166263726315658E-02	    0.136816217524744E+01	    0.564730741411432E-06	    0.562990969316201E-06	    0.504815108353580E-01	    0.882919221973293E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.330052792080297E-04	    0.245661687234651E-04	    0.390115095035073E-04	    0.463231783261268E-04	   -0.394992588357704E+01	    0.669447714968051E-03	    0.400213014515736E-01	   -0.315855171629655E+00	    0.213039956748294E-03	    0.192262280383371E+00
     6	   3	    0.955000000000001E-01	    0.000000000000000E+00	    0.000000000000000E+00	    0.517309032322458E-02	    0.796100624437946E-02	    0.639793712899550E-02	    0.581876724262333E-02	    0.315040871627620E+02	    0.209967837269676E-05	    0.120040602865274E-07	    0.111748622150695E+02	    0.209967837269676E-05	    0.120040602865274E-07	    0.152629929393238E-05	    0.564730738754981E-06	    0.153088447087914E-06	    0.131071577901487E-05	    0.562990977550975E-06	    0.152665876257115E-06	    0.284198107682729E+00	    0.504815150344346E-01	    0.131237001406436E-01	    0.497037474331346E+02	    0.882919295312227E+01	    0.229550433993306E+01	    0.116852047554463E+01	    0.999397501387196E+00	    0.971421319491409E+00	    0.153291655896417E+01	    0.131376632985871E+01	    0.248269155393990E+09	    0.131377922974781E+01	    0.141938740558277E+07	    0.728664737839542E-01	    0.686633742101206E-01	    0.826421497541555E+00	   -0.857894439112854E-01	    0.811525941835116E+00	   -0.709938835521765E+00	    0.109029719008832E+01	    0.840518922670547E+00	    0.162546486842437E+01	   -0.166263726315658E-02	    0.136816217524744E+01	    0.564730738754981E-06	    0.562990977550975E-06	    0.504815150344346E-01	    0.882919295312227E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.329759803263036E-04	    0.245445588005891E-04	    0.389904584554222E-04	    0.463231783261268E-04	   -0.394164165034752E+01	    0.667737042721732E-03	    0.400769491282992E-01	   -0.316172130235609E+00	    0.212991594411360E-03	    0.192184107639114E+00
     6	   3	    0.960000000000001E-01	    0.000000000000000E+00	    0.000000000000000E+00	    0.517006685757791E-02	    0.796081365381307E-02	    0.639591045239704E-02	    0.581847360864164E-02	    0.315041268889929E+02	    0.211669931266485E-05	    0.121013760067882E-07	    0.111748622150695E+02	    0.211669931266485E-05	    0.121013760067882E-07	    0.152631574398503E-05	    0.564736825274461E-06	    0.153089344056934E-06	    0.131074097520835E-05	    0.563001800057139E-06	    0.152664625956232E-06	    0.284434652393148E+00	    0.505567465126033E-01	    0.131639597362976E-01	    0.497450728696841E+02	    0.884380882452775E+01	    0.230254636801326E+01	    0.116727623985718E+01	    0.998223777806314E+00	    0.970702822007526E+00	    0.153195809425043E+01	    0.132417690634909E+01	    0.247510493191550E+09	    0.132418984645406E+01	    0.141504996900282E+07	    0.728715129610134E-01	    0.686609607984248E-01	    0.822114017853753E+00	   -0.856327631469662E-01	    0.811297819917640E+00	   -0.710621940377793E+00	    0.109006643162187E+01	    0.841004786081023E+00	    0.162632976654991E+01	   -0.164540693336767E-02	    0.136819808177738E+01	    0.564736825274461E-06	    0.563001800057139E-06	    0.505567465126033E-01	    0.884380882452775E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.329467066909400E-04	    0.245210663647862E-04	    0.389678374793442E-04	    0.463197214458952E-04	   -0.393338031592797E+01	    0.666031902769455E-03	    0.401325990552105E-01	   -0.316489336987046E+00	    0.212943279198401E-03	    0.192105947973909E+00
     5	   9	    0.960000000000001E-01	    0.000000000000000E+00	    0.000000000000000E+00	    0.517006685757791E-02	    0.796081365381307E-02	    0.639591045239704E-02	    0.581847360864164E-02	    0.315041268889929E+02	    0.211669931266485E-05	    0.121013760067882E-07	    0.111748622150695E+02	    0.211669931266485E-05	    0.121013760067882E-07	    0.152631574398503E-05	    0.564736825274461E-06	    0.153089344056934E-06	    0.131074097520835E-05	    0.563001800057139E-06	    0.152664625956232E-06	    0.284434652393148E+00	    0.505567465126033E-01	    0.131639597362976E-01	    0.497450728696841E+02	    0.884380882452775E+01	    0.230254636801326E+01	    0.116727623985718E+01	    0.998223777806314E+00	    0.970702822007526E+00	    0.153195809425043E+01	    0.132417690634909E+01	    0.247510493191550E+09	    0.132418984645406E+01	    0.141504996900282E+07	    0.728715129610134E-01	    0.686609607984248E-01	    0.822114017853753E+00	   -0.856327631469662E-01	    0.811297819917640E+00	   -0.710621940377793E+00	    0.109006643162187E+01	    0.841004786081023E+00	    0.162632976654991E+01	   -0.164540693336767E-02	    0.136819808177738E+01	    0.564736825274461E-06	    0.563001800057139E-06	    0.505567465126033E-01	    0.884380882452775E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.329467066909400E-04	    0.245210663647862E-04	    0.389678374793442E-04	    0.463197214458952E-04	   -0.393338031592797E+01	    0.666031902769455E-03	    0.401325990552105E-01	   -0.316489336987046E+00	    0.212943279198401E-03	    0.192105947973909E+00
     6	   3	    0.965000000000001E-01	    0.000000000000000E+00	    0.000000000000000E+00	    0.516704468905469E-02	    0.796081365381307E-02	    0.639388445711227E-02	    0.581847360864164E-02	    0.315041666153287E+02	    0.211669931266485E-05	    0.121013760067882E-07	    0.111748622150695E+02	    0.211669931266485E-05	    0.121013760067882E-07	    0.152631573717225E-05	    0.564736822753731E-06	    0.153089344138688E-06	    0.131074099460212E-05	    0.563001808387333E-06	    0.152664625905956E-06	    0.284434675991324E+00	    0.505567507070536E-01	    0.131639613357353E-01	    0.497450769909001E+02	    0.884380955720828E+01	    0.230254664771311E+01	    0.116609286987500E+01	    0.997057092653948E+00	    0.970068907623747E+00	    0.153098770959314E+01	    0.132417927575527E+01	    0.247511087334714E+09	    0.132419221592296E+01	    0.141505336583563E+07	    0.728715167580547E-01	    0.686609609151159E-01	    0.822117357306500E+00	   -0.854757442356938E-01	    0.811069679571747E+00	   -0.711250088096361E+00	    0.108975244975158E+01	    0.841458234096696E+00	    0.162720853358683E+01	   -0.164540693336767E-02	    0.136819808177738E+01	    0.564736822753731E-06	    0.563001808387333E-06	    0.505567507070536E-01	    0.884380955720828E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.329174564049605E-04	    0.244994639147400E-04	    0.389467930647101E-04	    0.463197214458952E-04	   -0.392514183416223E+01	    0.664332270306567E-03	    0.401882491819460E-01	   -0.316806794597901E+00	    0.212895007556229E-03	    0.192027793043031E+00
     6	   3	    0.970000000000001E-01	    0.000000000000000E+00	    0.000000000000000E+00	    0.516402395989295E-02	    0.796062111129059E-02	    0.639185933703789E-02	    0.581817986894999E-02	    0.315042067377635E+02	    0.213378274117399E-05	    0.121990361272965E-07	    0.111748622150695E+02	    0.213378274117399E-05	    0.121990361272965E-07	    0.152633207952693E-05	    0.564742869424966E-06	    0.153090245146522E-06	    0.131076616133166E-05	    0.563012618237871E-06	    0.152663372595987E-06	    0.284664635587737E+00	    0.507393147432446E-01	    0.132045725722758E-01	    0.497852554891280E+02	    0.887384462991063E+01	    0.230965018319820E+01	    0.116484867550886E+01	    0.995885784098870E+00	    0.969350463549604E+00	    0.153003061174485E+01	    0.133450260466533E+01	    0.246750484735675E+09	    0.133451558154285E+01	    0.141070483601319E+07	    0.728765496007679E-01	    0.686585515472928E-01	    0.817809169074014E+00	   -0.853183828078251E-01	    0.810841518416111E+00	   -0.711935402161535E+00	    0.108952301119028E+01	    0.841945095698781E+00	    0.162807517407319E+01	   -0.162818576619959E-02	    0.136823402547700E+01	    0.564742869424966E-06	    0.563012618237871E-06	    0.507393147432446E-01	    0.887384462991063E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.328882313654089E-04	    0.244759800247038E-04	    0.389241783713093E-04	    0.463162641021392E-04	   -0.391692606216876E+01	    0.662638124486212E-03	    0.402439015699939E-01	   -0.317124500868611E+00	    0.212846783143003E-03	    0.191949651205341E+00
     5	   9	    0.970000000000001E-01	    0.000000000000000E+00	    0.000000000000000E+00	    0.516402395989295E-02	    0.796062111129059E-02	    0.639185933703789E-02	    0.581817986894999E-02	    0.315042067377635E+02	    0.213378274117399E-05	    0.121990361272965E-07	    0.111748622150695E+02	    0.213378274117399E-05	    0.121990361272965E-07	    0.152633207952693E-05	    0.564742869424966E-06	    0.153090245146522E-06	    0.131076616133166E-05	    0.563012618237871E-06	    0.152663372595987E-06	    0.284664635587737E+00	    0.507393147432446E-01	    0.132045725722758E-01	    0.497852554891280E+02	    0.887384462991063E+01	    0.230965018319820E+01	    0.116484867550886E+01	    0.995885784098870E+00	    0.969350463549604E+00	    0.153003061174485E+01	    0.133450260466533E+01	    0.246750484735675E+09	    0.133451558154285E+01	    0.141070483601319E+07	    0.728765496007679E-01	    0.686585515472928E-01	    0.817809169074014E+00	   -0.853183828078251E-01	    0.810841518416111E+00	   -0.711935402161535E+00	    0.108952301119028E+01	    0.841945095698781E+00	    0.162807517407319E+01	   -0.162818576619959E-02	    0.136823402547700E+01	    0.564742869424966E-06	    0.563012618237871E-06	    0.507393147432446E-01	    0.887384462991063E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.328882313654089E-04	    0.244759800247038E-04	    0.389241783713093E-04	    0.463162641021392E-04	   -0.391692606216876E+01	    0.662638124486212E-03	    0.402439015699939E-01	   -0.317124500868611E+00	    0.212846783143003E-03	    0.191949651205341E+00
     6	   3	    0.975000000000001E-01	    0.000000000000000E+00	    0.000000000000000E+00	    0.516100453242905E-02	    0.796062111129059E-02	    0.638983489956221E-02	    0.581817986894999E-02	    0.315042468603034E+02	    0.213378274117399E-05	    0.121990361272965E-07	    0.111748622150695E+02	    0.213378274117399E-05	    0.121990361272965E-07	    0.152633207308171E-05	    0.564742867040233E-06	    0.153090245229216E-06	    0.131076618094780E-05	    0.563012626663578E-06	    0.152663372545268E-06	    0.284664659144723E+00	    0.507393189420989E-01	    0.132045741769007E-01	    0.497852596030303E+02	    0.887384536318256E+01	    0.230965046380399E+01	    0.116366536974785E+01	    0.994721526460391E+00	    0.968716607966917E+00	    0.152906157941536E+01	    0.133450500533957E+01	    0.246751083254543E+09	    0.133451798228122E+01	    0.141070825786292E+07	    0.728765534394960E-01	    0.686585516630207E-01	    0.817812513347221E+00	   -0.851606820965449E-01	    0.810613339686461E+00	   -0.712565633194131E+00	    0.108921028674857E+01	    0.842399427580898E+00	    0.162895559302985E+01	   -0.162818576619959E-02	    0.136823402547700E+01	    0.564742867040233E-06	    0.563012626663578E-06	    0.507393189420989E-01	    0.887384536318256E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.328590296750555E-04	    0.244543850786289E-04	    0.389031406065864E-04	    0.463162641021392E-04	   -0.390873295481763E+01	    0.660949440753346E-03	    0.402995541586263E-01	   -0.317442458523547E+00	    0.212798602401287E-03	    0.191871514112051E+00
     6	   3	    0.980000000000001E-01	    0.000000000000000E+00	    0.000000000000000E+00	    0.515798654909057E-02	    0.796042861896219E-02	    0.638781133873105E-02	    0.581788602521367E-02	    0.315042873792650E+02	    0.215092765508233E-05	    0.122970596183300E-07	    0.111748622150695E+02	    0.215092765508233E-05	    0.122970596183300E-07	    0.152634830698230E-05	    0.564748873583451E-06	    0.153091150287058E-06	    0.131079131740420E-05	    0.563023423510911E-06	    0.152662116216237E-06	    0.284888169844756E+00	    0.508106429981942E-01	    0.132455351589960E-01	    0.498243007453625E+02	    0.888865525297267E+01	    0.231681517660539E+01	    0.116242121692043E+01	    0.993552632847850E+00	    0.967998217839490E+00	    0.152810584836650E+01	    0.134474127837466E+01	    0.245988653843818E+09	    0.134475429213726E+01	    0.140634928331935E+07	    0.728815799412166E-01	    0.686561463762967E-01	    0.813504418238260E+00	   -0.850026377062991E-01	    0.810385141025226E+00	   -0.713253165893735E+00	    0.108898217388153E+01	    0.842887289915350E+00	    0.162982398079218E+01	   -0.161097413350924E-02	    0.136827000633193E+01	    0.564748873583451E-06	    0.563023423510911E-06	    0.508106429981942E-01	    0.888865525297267E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.328298532311947E-04	    0.244309097785963E-04	    0.388805322196769E-04	    0.463128063206405E-04	   -0.390056237027734E+01	    0.659266198512504E-03	    0.403552090197062E-01	   -0.317760665353880E+00	    0.212750468993718E-03	    0.191793390126091E+00
     5	   9	    0.980000000000001E-01	    0.000000000000000E+00	    0.000000000000000E+00	    0.515798654909057E-02	    0.796042861896219E-02	    0.638781133873105E-02	    0.581788602521367E-02	    0.315042873792650E+02	    0.215092765508233E-05	    0.122970596183300E-07	    0.111748622150695E+02	    0.215092765508233E-05	    0.122970596183300E-07	    0.152634830698230E-05	    0.564748873583451E-06	    0.153091150287058E-06	    0.131079131740420E-05	    0.563023423510911E-06	    0.152662116216237E-06	    0.284888169844756E+00	    0.508106429981942E-01	    0.132455351589960E-01	    0.498243007453625E+02	    0.888865525297267E+01	    0.231681517660539E+01	    0.116242121692043E+01	    0.993552632847850E+00	    0.967998217839490E+00	    0.152810584836650E+01	    0.134474127837466E+01	    0.245988653843818E+09	    0.134475429213726E+01	    0.140634928331935E+07	    0.728815799412166E-01	    0.686561463762967E-01	    0.813504418238260E+00	   -0.850026377062991E-01	    0.810385141025226E+00	   -0.713253165893735E+00	    0.108898217388153E+01	    0.842887289915350E+00	    0.162982398079218E+01	   -0.161097413350924E-02	    0.136827000633193E+01	    0.564748873583451E-06	    0.563023423510911E-06	    0.508106429981942E-01	    0.888865525297267E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.328298532311947E-04	    0.244309097785963E-04	    0.388805322196769E-04	    0.463128063206405E-04	   -0.390056237027734E+01	    0.659266198512504E-03	    0.403552090197062E-01	   -0.317760665353880E+00	    0.212750468993718E-03	    0.191793390126091E+00
