 Card Number	Card Type	Length [m]	Aperture x [m]	Aperture y [m]	x RMS [m]	x' RMS [rad]	y RMS [m]	y' RMS [rad]	Phase RMS [rad]	Momentum RMS [GeV/c]	Kinetic Energy RMS [GeV]	Rest Energy RMS [GeV]	Momentum Standard Deviation [GeV/c]	Kinetic Energy Standard Deviation [GeV]	(X,BGX') 100%-Emittance [m.rad]	(X,BGX') 90%-Emittance [m.rad]	(X,BGX') RMS-Emittance [m.rad]	(Y,BGY') 100%-Emittance [m.rad]	(Y,BGY') 90%-Emittance [m.rad]	(Y,BGY') RMS-Emittance [m.rad]	(PHI,dE) 100%-Emittance [deg.MeV]	(PHI,dE) 90%-Emittance [deg.MeV]	(PHI,dE) RMS-Emittance [deg.MeV]	(PHI,dP) 100%-Emittance [deg.MeV/c]	(PHI,dP) 90%-Emittance [deg.MeV/c]	(PHI,dP) RMS-Emittance [deg.MeV/c]	(X,X') Alpha [1]	(X,X') Beta [m/rad]	(Y,Y') Alpha [1]	(Y,Y') Beta [m/rad]	(PHI,dE) Alpha [1]	(PHI,dE) Beta [deg/MeV]	(PHI,dP) Alpha [1]	(PHI,dP) Beta [deg.c/MeV]	Halo(X,BGX')	Halo(Y,BGY')	Halo(Z,Z')	(X,Y) Alpha [1]	(X,Y) Beta [1]	(X,Y') Alpha [1]	(X,Y') Beta [m/rad]	(X',Y) Alpha [1]	(X',Y) Beta [rad/m]	(X',Y') Alpha [1]	(X',Y') Beta [1]	(X, BGX') Wanted Emittance [m.rad]	(Y, BGY') Wanted Emittance [m.rad]	(PHI, dE) Wanted Emittance [deg.MeV]	(PHI, dP) Wanted Emittance [deg.MeV/c]	 x beam size in wanted emittance [m]	 x' beam size in wanted emittance [rad]	 y beam size in wanted emittance [m]	 y' beam size in wanted emittance [rad]	 Phase beam size in wanted emittance [rad]	 Energy beam size in wanted emittance [GeV]	(X,Y) RMS-Emitt [m2]	(X,Y') RMS-Emitt [m2.rad2]	(X',Y) RMS-Emitt [m2.rad2]	(X',Y') RMS-Emitt [rad2]	(X,PH) Alpha [1]	(X,PH) Beta [m/deg]	(X,PH)RMS-Emittance [m.deg]	(Y,PH) Alpha [1]	(Y,PH) Beta [m/deg]	(Y,PH)RMS-Emittance [m.deg]
     7	   9	    0.251000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.430337771447522E-02	    0.797939091899411E-02	    0.579688733962825E-02	    0.584602157269784E-02	    0.315016755209837E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.111748622150695E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.152429416111216E-05	    0.564496937665203E-06	    0.153022071110857E-06	    0.130827308850495E-05	    0.563914155704468E-06	    0.152770372049105E-06	    0.232592117013314E+00	    0.447790388754328E-01	    0.111334342219027E-01	    0.406816747074863E+02	    0.783210676542388E+01	    0.194737471474808E+01	    0.803699968583402E+00	    0.691903315245267E+00	    0.780000695707754E+00	    0.125756701656000E+01	   -0.760086460191211E-02	    0.292606133109794E+09	   -0.760084407984812E-02	    0.167287328485450E+07	    0.723584912025976E-01	    0.689016896638366E-01	    0.108570689076296E+01	   -0.178026823036158E-01	    0.742477704820173E+00	   -0.962410574071328E+00	    0.102165340734553E+01	    0.100282204151269E+01	    0.194940770197778E+01	   -0.332006431690631E-02	    0.136493422019886E+01	    0.564496937665203E-06	    0.563914155704468E-06	    0.447790388754328E-01	    0.783210676542388E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.249422435626228E-04	    0.181265580090985E-04	    0.326615511847668E-04	    0.466474343568362E-04	   -0.214318710237439E+01	    0.323078431260885E-03	    0.573206316533332E-01	   -0.428692049592602E+00	    0.200214778917192E-03	    0.167839272455710E+00
     8	   3	    0.252000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.429838350895470E-02	    0.797939091899411E-02	    0.579329368192435E-02	    0.584602157269784E-02	    0.315016820340281E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.111748622150695E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.152429408426750E-05	    0.564496909207063E-06	    0.153022071109692E-06	    0.130827308695497E-05	    0.563914155036369E-06	    0.152770372030980E-06	    0.232592050973318E+00	    0.447790261612980E-01	    0.111334366461534E-01	    0.406816631567192E+02	    0.783210454165011E+01	    0.194737513877931E+01	    0.801321121995775E+00	    0.690298295903776E+00	    0.778721718807106E+00	    0.125600829585727E+01	   -0.759941812790706E-02	    0.292606190390236E+09	   -0.759939760548283E-02	    0.167287361233545E+07	    0.723584911804216E-01	    0.689016900899433E-01	    0.108570811736353E+01	   -0.172193998371825E-01	    0.742068493283469E+00	   -0.964584514652673E+00	    0.102157680001858E+01	    0.100406132031452E+01	    0.195182599214902E+01	   -0.332006431690631E-02	    0.136493422019886E+01	    0.564496909207063E-06	    0.563914155036369E-06	    0.447790261612980E-01	    0.783210454165011E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.248981070578830E-04	    0.180858656830478E-04	    0.326210838948929E-04	    0.466474343568362E-04	   -0.213511844390230E+01	    0.321706057012891E-03	    0.574316223996782E-01	   -0.429515675166865E+00	    0.200150347501475E-03	    0.167685203168469E+00
     7	   9	    0.252000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.429838350895470E-02	    0.797939091899411E-02	    0.579329368192435E-02	    0.584602157269784E-02	    0.315016820340281E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.111748622150695E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.152429408426750E-05	    0.564496909207063E-06	    0.153022071109692E-06	    0.130827308695497E-05	    0.563914155036369E-06	    0.152770372030980E-06	    0.232592050973318E+00	    0.447790261612980E-01	    0.111334366461534E-01	    0.406816631567192E+02	    0.783210454165011E+01	    0.194737513877931E+01	    0.801321121995775E+00	    0.690298295903776E+00	    0.778721718807106E+00	    0.125600829585727E+01	   -0.759941812790706E-02	    0.292606190390236E+09	   -0.759939760548283E-02	    0.167287361233545E+07	    0.723584911804216E-01	    0.689016900899433E-01	    0.108570811736353E+01	   -0.172193998371825E-01	    0.742068493283469E+00	   -0.964584514652673E+00	    0.102157680001858E+01	    0.100406132031452E+01	    0.195182599214902E+01	   -0.332006431690631E-02	    0.136493422019886E+01	    0.564496909207063E-06	    0.563914155036369E-06	    0.447790261612980E-01	    0.783210454165011E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.248981070578830E-04	    0.180858656830478E-04	    0.326210838948929E-04	    0.466474343568362E-04	   -0.213511844390230E+01	    0.321706057012891E-03	    0.574316223996782E-01	   -0.429515675166865E+00	    0.200150347501475E-03	    0.167685203168469E+00
     8	   3	    0.253000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.429339832394156E-02	    0.797939091899411E-02	    0.578970369653263E-02	    0.584602157269784E-02	    0.315016885474672E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.111748622150695E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.152429400742283E-05	    0.564496880748922E-06	    0.153022071108529E-06	    0.130827308540500E-05	    0.563914154368273E-06	    0.152770372012857E-06	    0.232591984935498E+00	    0.447790134475819E-01	    0.111334390705203E-01	    0.406816516063325E+02	    0.783210231794958E+01	    0.194737556283088E+01	    0.798942275408091E+00	    0.688698034250252E+00	    0.777442741906144E+00	    0.125445213310530E+01	   -0.759797165445256E-02	    0.292606247674958E+09	   -0.759795113166808E-02	    0.167287393984087E+07	    0.723584911581932E-01	    0.689016905159674E-01	    0.108570934423201E+01	   -0.166339943613305E-01	    0.741660105184053E+00	   -0.966766715626363E+00	    0.102150527237565E+01	    0.100530316776884E+01	    0.195424929849673E+01	   -0.332006431690631E-02	    0.136493422019886E+01	    0.564496880748922E-06	    0.563914154368273E-06	    0.447790134475819E-01	    0.783210231794958E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.248540659517472E-04	    0.180452021800682E-04	    0.325806331296130E-04	    0.466474343568362E-04	   -0.212708090707558E+01	    0.320341189587536E-03	    0.575426132111156E-01	   -0.430340739434043E+00	    0.200086170155707E-03	    0.167531163535980E+00
     7	   9	    0.253000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.429339832394156E-02	    0.797939091899411E-02	    0.578970369653263E-02	    0.584602157269784E-02	    0.315016885474672E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.111748622150695E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.152429400742283E-05	    0.564496880748922E-06	    0.153022071108529E-06	    0.130827308540500E-05	    0.563914154368273E-06	    0.152770372012857E-06	    0.232591984935498E+00	    0.447790134475819E-01	    0.111334390705203E-01	    0.406816516063325E+02	    0.783210231794958E+01	    0.194737556283088E+01	    0.798942275408091E+00	    0.688698034250252E+00	    0.777442741906144E+00	    0.125445213310530E+01	   -0.759797165445256E-02	    0.292606247674958E+09	   -0.759795113166808E-02	    0.167287393984087E+07	    0.723584911581932E-01	    0.689016905159674E-01	    0.108570934423201E+01	   -0.166339943613305E-01	    0.741660105184053E+00	   -0.966766715626363E+00	    0.102150527237565E+01	    0.100530316776884E+01	    0.195424929849673E+01	   -0.332006431690631E-02	    0.136493422019886E+01	    0.564496880748922E-06	    0.563914154368273E-06	    0.447790134475819E-01	    0.783210231794958E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.248540659517472E-04	    0.180452021800682E-04	    0.325806331296130E-04	    0.466474343568362E-04	   -0.212708090707558E+01	    0.320341189587536E-03	    0.575426132111156E-01	   -0.430340739434043E+00	    0.200086170155707E-03	    0.167531163535980E+00
     8	   3	    0.254000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.428842219089419E-02	    0.797939091899411E-02	    0.578611739028847E-02	    0.584602157269784E-02	    0.315016950613017E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.111748622150695E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.152429393057818E-05	    0.564496852290787E-06	    0.153022071107365E-06	    0.130827308385501E-05	    0.563914153700171E-06	    0.152770371994734E-06	    0.232591918899855E+00	    0.447790007342852E-01	    0.111334414950036E-01	    0.406816400563267E+02	    0.783210009432238E+01	    0.194737598690280E+01	    0.796563428820373E+00	    0.687102530284706E+00	    0.776163765004868E+00	    0.125289852830405E+01	   -0.759652518154857E-02	    0.292606304963964E+09	   -0.759650465840383E-02	    0.167287426737078E+07	    0.723584911359945E-01	    0.689016909420332E-01	    0.108571057136842E+01	   -0.160464613157293E-01	    0.741252549275566E+00	   -0.968957211970578E+00	    0.102143884809850E+01	    0.100654758965684E+01	    0.195667763233041E+01	   -0.332006431690631E-02	    0.136493422019886E+01	    0.564496852290787E-06	    0.563914153700171E-06	    0.447790007342852E-01	    0.783210009432238E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.248101202556767E-04	    0.180045676954517E-04	    0.325401989505516E-04	    0.466474343568362E-04	   -0.211907431220390E+01	    0.318983785637924E-03	    0.576536040870389E-01	   -0.431167245716196E+00	    0.200022247517328E-03	    0.167377153640364E+00
     7	   9	    0.254000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.428842219089419E-02	    0.797939091899411E-02	    0.578611739028847E-02	    0.584602157269784E-02	    0.315016950613017E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.111748622150695E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.152429393057818E-05	    0.564496852290787E-06	    0.153022071107365E-06	    0.130827308385501E-05	    0.563914153700171E-06	    0.152770371994734E-06	    0.232591918899855E+00	    0.447790007342852E-01	    0.111334414950036E-01	    0.406816400563267E+02	    0.783210009432238E+01	    0.194737598690280E+01	    0.796563428820373E+00	    0.687102530284706E+00	    0.776163765004868E+00	    0.125289852830405E+01	   -0.759652518154857E-02	    0.292606304963964E+09	   -0.759650465840383E-02	    0.167287426737078E+07	    0.723584911359945E-01	    0.689016909420332E-01	    0.108571057136842E+01	   -0.160464613157293E-01	    0.741252549275566E+00	   -0.968957211970578E+00	    0.102143884809850E+01	    0.100654758965684E+01	    0.195667763233041E+01	   -0.332006431690631E-02	    0.136493422019886E+01	    0.564496852290787E-06	    0.563914153700171E-06	    0.447790007342852E-01	    0.783210009432238E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.248101202556767E-04	    0.180045676954517E-04	    0.325401989505516E-04	    0.466474343568362E-04	   -0.211907431220390E+01	    0.318983785637924E-03	    0.576536040870389E-01	   -0.431167245716196E+00	    0.200022247517328E-03	    0.167377153640364E+00
     8	   3	    0.255000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.428345514135983E-02	    0.797939091899411E-02	    0.578253477003732E-02	    0.584602157269784E-02	    0.315017015755313E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.111748622150695E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.152429385373354E-05	    0.564496823832653E-06	    0.153022071106201E-06	    0.130827308230504E-05	    0.563914153032075E-06	    0.152770371976611E-06	    0.232591852866389E+00	    0.447789880214074E-01	    0.111334439196032E-01	    0.406816285067016E+02	    0.783209787076846E+01	    0.194737641099508E+01	    0.794184582232626E+00	    0.685511784007135E+00	    0.774884788103299E+00	    0.125134748145357E+01	   -0.759507870919524E-02	    0.292606362257251E+09	   -0.759505818569030E-02	    0.167287459492516E+07	    0.723584911137922E-01	    0.689016913680738E-01	    0.108571179877275E+01	   -0.154567961578871E-01	    0.740845834354350E+00	   -0.971156038716704E+00	    0.102137755094429E+01	    0.100779459176242E+01	    0.195911100496498E+01	   -0.332006431690631E-02	    0.136493422019886E+01	    0.564496823832653E-06	    0.563914153032075E-06	    0.447789880214074E-01	    0.783209787076846E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.247662699811659E-04	    0.179639624261163E-04	    0.324997814196157E-04	    0.466474343568362E-04	   -0.211109848097769E+01	    0.317633802150230E-03	    0.577645950268352E-01	   -0.431995197343728E+00	    0.199958580225648E-03	    0.167223173564030E+00
     7	   9	    0.255000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.428345514135983E-02	    0.797939091899411E-02	    0.578253477003732E-02	    0.584602157269784E-02	    0.315017015755313E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.111748622150695E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.152429385373354E-05	    0.564496823832653E-06	    0.153022071106201E-06	    0.130827308230504E-05	    0.563914153032075E-06	    0.152770371976611E-06	    0.232591852866389E+00	    0.447789880214074E-01	    0.111334439196032E-01	    0.406816285067016E+02	    0.783209787076846E+01	    0.194737641099508E+01	    0.794184582232626E+00	    0.685511784007135E+00	    0.774884788103299E+00	    0.125134748145357E+01	   -0.759507870919524E-02	    0.292606362257251E+09	   -0.759505818569030E-02	    0.167287459492516E+07	    0.723584911137922E-01	    0.689016913680738E-01	    0.108571179877275E+01	   -0.154567961578871E-01	    0.740845834354350E+00	   -0.971156038716704E+00	    0.102137755094429E+01	    0.100779459176242E+01	    0.195911100496498E+01	   -0.332006431690631E-02	    0.136493422019886E+01	    0.564496823832653E-06	    0.563914153032075E-06	    0.447789880214074E-01	    0.783209787076846E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.247662699811659E-04	    0.179639624261163E-04	    0.324997814196157E-04	    0.466474343568362E-04	   -0.211109848097769E+01	    0.317633802150230E-03	    0.577645950268352E-01	   -0.431995197343728E+00	    0.199958580225648E-03	    0.167223173564030E+00
     8	   3	    0.256000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.427849720697457E-02	    0.797939091899411E-02	    0.577895584263447E-02	    0.584602157269784E-02	    0.315017080901561E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.111748622150695E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.152429377688891E-05	    0.564496795374528E-06	    0.153022071105038E-06	    0.130827308075506E-05	    0.563914152363979E-06	    0.152770371958489E-06	    0.232591786835100E+00	    0.447789753089489E-01	    0.111334463443193E-01	    0.406816169574573E+02	    0.783209564728787E+01	    0.194737683510772E+01	    0.791805735644842E+00	    0.683925795417544E+00	    0.773605811201415E+00	    0.124979899255384E+01	   -0.759363223739250E-02	    0.292606419554822E+09	   -0.759361171352728E-02	    0.167287492250404E+07	    0.723584910916459E-01	    0.689016917940690E-01	    0.108571302644498E+01	   -0.148649943635000E-01	    0.740439969259541E+00	   -0.973363230946493E+00	    0.102132140474457E+01	    0.100904417987207E+01	    0.196154942772070E+01	   -0.332006431690631E-02	    0.136493422019886E+01	    0.564496795374528E-06	    0.563914152363979E-06	    0.447789753089489E-01	    0.783209564728787E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.247225151397421E-04	    0.179233865706235E-04	    0.324593805989943E-04	    0.466474343568362E-04	   -0.210315323645408E+01	    0.316291196440412E-03	    0.578755860299068E-01	   -0.432824597655396E+00	    0.199895168921835E-03	    0.167069223389676E+00
     7	   9	    0.256000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.427849720697457E-02	    0.797939091899411E-02	    0.577895584263447E-02	    0.584602157269784E-02	    0.315017080901561E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.111748622150695E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.152429377688891E-05	    0.564496795374528E-06	    0.153022071105038E-06	    0.130827308075506E-05	    0.563914152363979E-06	    0.152770371958489E-06	    0.232591786835100E+00	    0.447789753089489E-01	    0.111334463443193E-01	    0.406816169574573E+02	    0.783209564728787E+01	    0.194737683510772E+01	    0.791805735644842E+00	    0.683925795417544E+00	    0.773605811201415E+00	    0.124979899255384E+01	   -0.759363223739250E-02	    0.292606419554822E+09	   -0.759361171352728E-02	    0.167287492250404E+07	    0.723584910916459E-01	    0.689016917940690E-01	    0.108571302644498E+01	   -0.148649943635000E-01	    0.740439969259541E+00	   -0.973363230946493E+00	    0.102132140474457E+01	    0.100904417987207E+01	    0.196154942772070E+01	   -0.332006431690631E-02	    0.136493422019886E+01	    0.564496795374528E-06	    0.563914152363979E-06	    0.447789753089489E-01	    0.783209564728787E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.247225151397421E-04	    0.179233865706235E-04	    0.324593805989943E-04	    0.466474343568362E-04	   -0.210315323645408E+01	    0.316291196440412E-03	    0.578755860299068E-01	   -0.432824597655396E+00	    0.199895168921835E-03	    0.167069223389676E+00
     8	   3	    0.257000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.427354841946307E-02	    0.797939091899411E-02	    0.577538061494508E-02	    0.584602157269784E-02	    0.315017146051759E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.111748622150695E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.152429370004429E-05	    0.564496766916401E-06	    0.153022071103874E-06	    0.130827307920508E-05	    0.563914151695878E-06	    0.152770371940364E-06	    0.232591720805988E+00	    0.447789625969093E-01	    0.111334487691517E-01	    0.406816054085937E+02	    0.783209342388055E+01	    0.194737725924070E+01	    0.789426889057019E+00	    0.682344564515925E+00	    0.772326834299246E+00	    0.124825306160485E+01	   -0.759218576614056E-02	    0.292606476856674E+09	   -0.759216524191503E-02	    0.167287525010739E+07	    0.723584910694979E-01	    0.689016922201722E-01	    0.108571425438512E+01	   -0.142710514268032E-01	    0.740034962873081E+00	   -0.975578823789462E+00	    0.102127043340441E+01	    0.101029635977464E+01	    0.196399291192265E+01	   -0.332006431690631E-02	    0.136493422019886E+01	    0.564496766916401E-06	    0.563914151695878E-06	    0.447789625969093E-01	    0.783209342388055E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.246788557429651E-04	    0.178828403291915E-04	    0.324189965511613E-04	    0.466474343568362E-04	   -0.209523840304448E+01	    0.314955926151129E-03	    0.579865770956531E-01	   -0.433655449998327E+00	    0.199832014248930E-03	    0.166915303200283E+00
     7	   9	    0.257000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.427354841946307E-02	    0.797939091899411E-02	    0.577538061494508E-02	    0.584602157269784E-02	    0.315017146051759E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.111748622150695E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.152429370004429E-05	    0.564496766916401E-06	    0.153022071103874E-06	    0.130827307920508E-05	    0.563914151695878E-06	    0.152770371940364E-06	    0.232591720805988E+00	    0.447789625969093E-01	    0.111334487691517E-01	    0.406816054085937E+02	    0.783209342388055E+01	    0.194737725924070E+01	    0.789426889057019E+00	    0.682344564515925E+00	    0.772326834299246E+00	    0.124825306160485E+01	   -0.759218576614056E-02	    0.292606476856674E+09	   -0.759216524191503E-02	    0.167287525010739E+07	    0.723584910694979E-01	    0.689016922201722E-01	    0.108571425438512E+01	   -0.142710514268032E-01	    0.740034962873081E+00	   -0.975578823789462E+00	    0.102127043340441E+01	    0.101029635977464E+01	    0.196399291192265E+01	   -0.332006431690631E-02	    0.136493422019886E+01	    0.564496766916401E-06	    0.563914151695878E-06	    0.447789625969093E-01	    0.783209342388055E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.246788557429651E-04	    0.178828403291915E-04	    0.324189965511613E-04	    0.466474343568362E-04	   -0.209523840304448E+01	    0.314955926151129E-03	    0.579865770956531E-01	   -0.433655449998327E+00	    0.199832014248930E-03	    0.166915303200283E+00
     8	   3	    0.258000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.426860881063845E-02	    0.797939091899411E-02	    0.577180909384436E-02	    0.584602157269784E-02	    0.315017211205908E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.111748622150695E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.152429362319967E-05	    0.564496738458279E-06	    0.153022071102712E-06	    0.130827307765510E-05	    0.563914151027781E-06	    0.152770371922240E-06	    0.232591654779052E+00	    0.447789498852887E-01	    0.111334511941004E-01	    0.406815938601107E+02	    0.783209120054654E+01	    0.194737768339404E+01	    0.787048042469152E+00	    0.680768091302281E+00	    0.771047857396772E+00	    0.124670968860663E+01	   -0.759073929543918E-02	    0.292606534162808E+09	   -0.759071877085360E-02	    0.167287557773523E+07	    0.723584910473289E-01	    0.689016926462473E-01	    0.108571548259323E+01	   -0.136749628609221E-01	    0.739630824119752E+00	   -0.977802852419930E+00	    0.102122466090135E+01	    0.101155113726134E+01	    0.196644146890058E+01	   -0.332006431690631E-02	    0.136493422019886E+01	    0.564496738458279E-06	    0.563914151027781E-06	    0.447789498852887E-01	    0.783209120054654E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.246352918024278E-04	    0.178423239037119E-04	    0.323786293388755E-04	    0.466474343568362E-04	   -0.208735380650124E+01	    0.313627949248572E-03	    0.580975682234838E-01	   -0.434487757728025E+00	    0.199769116851852E-03	    0.166761413079129E+00
     7	   9	    0.258000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.426860881063845E-02	    0.797939091899411E-02	    0.577180909384436E-02	    0.584602157269784E-02	    0.315017211205908E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.111748622150695E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.152429362319967E-05	    0.564496738458279E-06	    0.153022071102712E-06	    0.130827307765510E-05	    0.563914151027781E-06	    0.152770371922240E-06	    0.232591654779052E+00	    0.447789498852887E-01	    0.111334511941004E-01	    0.406815938601107E+02	    0.783209120054654E+01	    0.194737768339404E+01	    0.787048042469152E+00	    0.680768091302281E+00	    0.771047857396772E+00	    0.124670968860663E+01	   -0.759073929543918E-02	    0.292606534162808E+09	   -0.759071877085360E-02	    0.167287557773523E+07	    0.723584910473289E-01	    0.689016926462473E-01	    0.108571548259323E+01	   -0.136749628609221E-01	    0.739630824119752E+00	   -0.977802852419930E+00	    0.102122466090135E+01	    0.101155113726134E+01	    0.196644146890058E+01	   -0.332006431690631E-02	    0.136493422019886E+01	    0.564496738458279E-06	    0.563914151027781E-06	    0.447789498852887E-01	    0.783209120054654E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.246352918024278E-04	    0.178423239037119E-04	    0.323786293388755E-04	    0.466474343568362E-04	   -0.208735380650124E+01	    0.313627949248572E-03	    0.580975682234838E-01	   -0.434487757728025E+00	    0.199769116851852E-03	    0.166761413079129E+00
     8	   3	    0.259000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.426367841240214E-02	    0.797939091899411E-02	    0.576824128621734E-02	    0.584602157269784E-02	    0.315017276364008E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.111748622150695E+02	    0.107896109526015E-05	    0.616856506126473E-08	    0.152429354635507E-05	    0.564496710000163E-06	    0.153022071101548E-06	    0.130827307610513E-05	    0.563914150359684E-06	    0.152770371904118E-06	    0.232591588754292E+00	    0.447789371740871E-01	    0.111334536191655E-01	    0.406815823120084E+02	    0.783208897728579E+01	    0.194737810756772E+01	    0.784669195881265E+00	    0.679196375776618E+00	    0.769768880493979E+00	    0.124516887355915E+01	   -0.758929282528872E-02	    0.292606591473223E+09	   -0.758927230034289E-02	    0.167287590538754E+07	    0.723584910251689E-01	    0.689016930723034E-01	    0.108571671106919E+01	   -0.130767241982299E-01	    0.739227561967236E+00	   -0.980035352054071E+00	    0.102118411128435E+01	    0.101280851812534E+01	    0.196889510998841E+01	   -0.332006431690631E-02	    0.136493422019886E+01	    0.564496710000163E-06	    0.563914150359684E-06	    0.447789371740871E-01	    0.783208897728579E+01	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.000000000000000E+00	    0.245918233297553E-04	    0.178018374977655E-04	    0.323382790251841E-04	    0.466474343568362E-04	   -0.207949927390522E+01	    0.312307224019430E-03	    0.582085594128076E-01	   -0.435321524208405E+00	    0.199706477377399E-03	    0.166607553109781E+00
